clean_content,sentimen
trimakasih,positif
layan nya,positif
tolong bantu kerja,positif
bagus mantap,positif
mantulll,positif
gajelass udah update aja ga udah pakai yg express trus gabisa cancel nunggu ga cancel,negatif
uninstal because biaya gojek mhal dripada biaya hidup sya,positif
aplikasi gojek kog ting erol,positif
edit juli sampe skrg b karna gajelas appnya ongkir mahal langgan free ongkir resto yg jarak aja rb murah klo beralngganan nyisa rb hitung mahal kadang ongkirnya ubah mahal nambah perak gajelas banget beda grabfood yg ongkirnya murah promonya,negatif
izin apk kek baharu fitur chat karna lot banget please udah nanya drivernya lot kasi drivernya sii sen yaa karna disalahin mohon upgrade fitur chat gojek biar komunikasi ojol guna satset mohon maaf terimakasih,positif
ok mudah,positif
aplikasi nya blank ya ga klik aq doank yg ngerasain,positif
senang,positif
bagus,positif
ok,positif
layan,positif
bantu yg doyan mageran,positif
the best,positif
bgt,positif
mudah,positif
ayo giat sosialisasi teman aplikasi gojek uniinstal rating rendahayouniinstal aplikasi gojek,negatif
moga manfaat buwat keperluwan desak,netral
sopan,positif
bantu butuh cepat,positif
top markotop moga depan mudah,positif
mantab,positif
gojek suka ga respon klik klik playstore buka aplikasi itu bolak suruh upgrade sih,netral
good,positif
suka gamau buka aplikasi udah klik ga respons,netral
masuk daftar bikin ribedd verivikasi muka udah bener aja gagal coba mau,negatif
hai gojek tolong gmn batalin pesan driver gak nemu restoran dri driver gak cancel dri jg gak cancel,netral
dunia gengaman,positif
bagus,positif
ok terima kasih,positif
kirim cepat,positif
ok,positif
best bgt,positif
very good kendala,positif
promo,positif
mantap aman cepat,positif
pesan goride jam pagi ya aplikasi ngebug sen goride dri sistem ga yg terima order sistem mas cari rider dekat cancle cari trus hangus diskon tpi anehny nantu dpt notifikasi tbtb dpt rider yg difeedback jelek pdhl dri aplikasi sdh cancle riwayat yg catat sistem batal pesan pdhl proses jalan rider yg ambil order tolong bena,negatif
wow drivernya malas jarang yg jemput,positif
jemput jalan nyaman pilih rute yg aman,positif
puas,positif
pakai goride seko senin suka susah dapet driver dapet dapetnya,negatif
good okay bagus cepat pesan kendara makan sip,positif
dapet driver kek tau bilang mohon tunggu jam diem aja telat mulu kola gara gara,negatif
mudah cepat,positif
kemudi mobil ramah belagu,negatif
pinjam tolakpayah,negatif
mantap,positif
respon ok,positif
goot,positif
top,positif
emang ga kecewa gojek pas jemput,positif
promonya kadang gabisa dipake,negatif
okk,positif
sulit dapet driver,negatif
kelas kerja,positif
layan,netral
drivernyaaaa gakkkkk profesionalll temen senin gojek mobil perkara teman sayaa gak turunin lagiiii bikinnn emosiii ajaaa gamauu pake gojek sayaa,negatif
kali pakai apk detik pencet pesan udah ga dibatalin bantu jg gabisa lumayan duit,negatif
puas pakai apk gojek,positif
ganggu,negatif
mantraab gocar gojek gofood nyais the best,positif
promo slalu susah pakai,netral
bantu,positif
ok,positif
mahal ya dr blok m kemandoran rb,negatif
sopir yg mnta tarif aplikasi,negatif
promo promo aja mahal,negatif
guna gojek gopay mudah beli baja onlen mebel listrik pulsa aplikasi bagus kelurga d indonesia,positif
good,positif
amanah,positif
sgt mmbantu,positif
byk promo,positif
bagus,positif
bagus,positif
drivernya ramah,positif
muas,positif
percaya,positif
mudah pergi,positif
ngeri ongkirnya,negatif
bantu,positif
murah percaya,positif
mantap,positif
gila biaya tangan kirim nya gk masuk akal,negatif
mantap,positif
mantap,positif
keren,positif
draiver gojek mantap,positif
aman,positif
aplikasi utama transportasi online,positif
bayar paylater gabisa,negatif
force close nih,positif
gaada fitur cancel cari cokk dapet driver tuh,negatif
aplikasi yg bagus mudah urus,positif
mantap,positif
nice,positif
muas,positif
cs maura melissa miko ulas gofood merchant gojek driver customer aja biar tau keluh kesah juang rupiah yg makan uang raka,negatif
ok,positif
bagus mudah pergi,positif
sial aplikasi susah driver on jam sampe skrg jam blom kasih order muter mana aja gk kasih order gabung gojek susah skrg cari rejeki,negatif
i like this,positif
mantab go foot gampang lapar,positif
good gojek transportasi makan,positif
hormat kapada konsumen pakai gojek konsumen driver batalin salah driver apk yg eror konsumen driver rasa order layar hp batalin notif nya deteksi batal order tau notif yg konsumen terima bunyi driver yg batal konsumen edukasi biar salah paham driver konsumen,negatif
bagus,positif
harga kapitalis,negatif
ok bagus,positif
mantab,positif
aplikasi yg nusantara,positif
bantu,positif
upgrade mulu ga lu ngabisin kota doang,negatif
ok banget,positif
klu beli food jarak mending beli pakai yg sekaliansoalnya klu yg jarak jam jam nyampenya krn ganti driver trs,negatif
hape tinggal balik,positif
driver gk ad,positif
driver gocar skrg galak parahhh,negatif
sen gofood sbar nunggu cepat jam,negatif
tolong tambahin bca metode bayar tambahin,netral
ga appsnya wkwkwkwk,negatif
ok,positif
bantu,positif
alami kendala aplikasi alamat favorit tampil coba tambah sistem tolak alamat deteksi mohon bantu tinjau baik terima kasih,positif
mantap nyaman pakai aplikasi,positif
gojek mantaaappp,positif
ga tuju in tb tb sedot,negatif
rute singkat cepat ramah komunikatif aman nyaman bersih supel,positif
teman kala ga jemput hehehe,positif
sulit komunikasi cs,negatif
good,positif
pakai xpertama murah eh besok nya supermahall tempat samajadi males pake aplikasi,negatif
ok,positif
bantu,positif
mode gelap nya,positif
mudah maa syaa allah,positif
driver yg ga ambil ga cancel diemin aplikasi nya gosend area jakarta susah banget yg ga ambil skrg milih order pakai promo ga aja order milih,negatif
kena putus mitra paket kali pp jalan macet denpasar bal badung utara badung selatan parah gojek main putus mitra enak nya udel nya,negatif
aplikasi bagus tpi klo desak cs nya tanggap,positif
sistem gofoodnya jelek banget pesan menit kabar resto makan habis cari driver rugi nunggu banget,negatif
nyaman pakai,positif
apk bagus klo cari driver dekat muter tp dapet yg,positif
top,positif
isi pulsa xl tgl kagak masuk masuk udh chat cs tanggap kecewa,negatif
driver mobil ngaret udh sen diem aja kalo gak niat narik kasih sanksi drivernya udh nungguin dieemmmm aja situ kayak ngetem angkot,netral
aplikasi bagus,positif
ok,positif
ruuaar biasaaa,positif
banget driver tarik tarif tambah parkir bilang masukin gopay tp g tahu yg nyambung tabung bank jago loh langsung tarik habis gmn kek tutup rek aja cek riwayat muncul tulis server padat rayap,negatif
aplikasi mudah sasar antar sesuai map,positif
bantu,positif
akehi diskone teh,positif
suka promo,positif
ok,positif
keren,positif
aplikasi bagus pesan gojek pulau,positif
ngirim makan tuh restu ga izinin pake almat orang cih,negatif
senang,positif
is the best,positif
sungguh driver jaman jajah jajah era,negatif
gojek urus lancar,positif
parah driver reguler cekik naek versi versi onbid pagi malam hari order kadang kadang order gak samasekali order yg masuk nutupin biaya dijln aja gak cukup karna order masuk argo cere rupiah makan aja bingung lgi cukup butuh hidup hari kejam sistem gojek,negatif
jelek gojek sopir sombongsombong banget gilir mahal cepet,negatif
aplikasi maka kali pengntaran makan panas dingin jalan aplikasi buruk gak,negatif
notif pesan driver mes gofood kadang muncul kadang kesalahpahaman notif pesan driver baca muncul notif notifikasi hp buka aplikasi buka aplikasi,negatif
good,positif
drivernya ramah ramah,positif
bagus,positif
gojek drivernya beda dg aplikasi udah gak bener nih aplikasi gojek udah uninstal mending grab aja drivernya cocok dg aplikasi,negatif
good jobsangat bantu terimakasih,positif
jadi ros dewi yg pulung gara suspend paksa uninstal aplikasi inikenapa hany pihak belah nya lihat yg salah yg bener gara lapor aplikasi g,negatif
gak chat driver aplikasi jd miskom teruspayah aplikasi,negatif
udah kali gojekfoto drivernya beda dg aplikasino polisi kendara jg beda takut gojekjangan jahat nyamar,negatif
pakai aplikasi inibaru x kecewapesan makan tunggu jamtiba order batal aplikasi,negatif
bantu,positif
ramah sopan,positif
pake,positif
langgan gojek mohon klo order goride batal order driver titik jemput order batal langgan kasi driver titik driver titik langgan driver bensin tenaga kadang langgan ngorder setel driver tengah jalan order batal langgan,positif
gojek gak rubah sistem mes makan kah jam driver driver diem nunggu order coba cari tau lapang pas laper nunggu makan terima driver jam banget looo,negatif
mantap mudah dalqm transaksi,positif
driver deket milih alhasil sampai ngejar sen dri sampe menit dtg driver gonta ganti mulu driver nunggu menit gk gerak cancel mah buang tolong aplikasi bagus guna skrg prioritas baik,negatif
order gofood tunggu jam order dicancel dg alas salah jaring dihistory mesan jg tdk muncul anak sdh lapar tunggu order batal alam yg kecewa,negatif
sya sll bayar gopay pinjam knp skrg g bs pinjam kecewa padhal bayar bener,negatif
media ramai berita merk beras oplos standard gomart jaja merkmerk yuuk putus mitra distributor beras yg curang,negatif
bantu,positif
bagus si minus nya knpa coba kembali,netral
mobil xl pas ga xl gocar comfort tp kayak yg suka driver ga sopan teriak ga,netral
ok,positif
mantap,positif
gojek bantu tranfortasi,positif
bantu,positif
enak nyaman,positif
bgs pokny,positif
tolong usia motor perhati motor jadul aja operasi takut bahaya jalan layak jalan,positif
cocok,positif
akurat bantu,positif
driver bngt dibatalin cs gara naro alamat balik pas set alamat bikin verifikasi langkah alamat gk balik trs sampah bngt emang,negatif
tracking driver force close,negatif
nahh gth baru lancar kecewa pakai apk god job,positif
jam gak kasih order lapor gak direspon reguler anyep yg slotin lancar apk langgan aja nih respon,negatif
oke,positif
good,positif
suka apl,positif
ok sihhh,positif
bagusssssss,positif
good aplikasi,positif
driver ramah,positif
ok,positif
nyaman aman dn wakru jemput ramah driver y,positif
ongkos mahal udah pake gojek g promo makan driver kasih promo beli makan gofood,negatif
alhamdulillaah mohon maaf admin pilih driver perempuan ga ya aplikasi,positif
bagus,positif
komplain gofood respon lanjut mending alih belah,negatif
bantu,positif
lihat harga argonya otomatis pesan driver setting alamat tuju udah otomatis pesan aplikasi aneh,negatif
alhamdulillah layan fast respon terimakasih bantu fast respon mana customer,positif
login pake email kek login cuman pake nomor klo nomer lgi gaada gimana mikirrrrr,negatif
top,positif
bantu,positif
direpotin surat nyata sampe beli materai ujung tolak lantas c k,negatif
ok,positif
terimakasih,positif
neng pkai gojek utk food biarpun pkai yg hemat dptnya msh mahal dr aplikasi ijo belah jgn mhl ongkirnya,positif
ntah update lag,negatif
mudah cepat,positif
mantap,positif
good,positif
sumpah ya gojek kesini ga bgt udh sorry to say gw uninstall abis beli makan dimintain parkir grab ga gt kl nanya lgsg cancel ujung pake nya hemat tau gt pake grab aja beda kk doang makasih ya gojek,negatif
mantap,positif
aplikasi bantu kaum mageran hhaa,positif
senang,positif
chat le driver telpon driver suka masuk sekali telpon detik orang bodoh halo halo,negatif
dh langgan gojektpi kali bikin kesel pesan yg detik masuk langsung konfirmasi timer batal ga adamakanan harga rb cm dapet biji pencet ga batal pdhl nya timer untk cancel,negatif
driver nya yg ngeselin go car jalan ngeluh ac matibawa mobil ugalan,negatif
gojek tarif mahal bnyak la biaya tangan aplikasi tp sesuai dgn jamin bnyak la lambat nya alih aplikasi,negatif
perusahaaan gede gapunya live cs agenttt tollllll,negatif
mantap sayank,positif
bantu hari,positif
aplikasi eror kemarin ga heh,negatif
cepat,positif
good,positif
ok,positif
bagus sih tp jgn mahal biaya transportnya,positif
batal pesan dr driver beli resto dr gojek,negatif
bantu,positif
terima kasih,positif
sngt bantu skli,positif
bantu,positif
driver ramah sopan kemudi dgn,positif
mantap sy senang pakai aplikasi gojek moga kembang,positif
mantap,positif
driver gocar gosend car alas lokasi pusat kota driver mala cepat cencel driver,netral
keren sih,positif
gg gojek,positif
terimakasih,positif
denah lokasi cantum coba kali kali driver,negatif
apk nya lambat bet dah jaring lumayan bagus,netral
keren,positif
ramah,positif
perfect,positif
happy pasti pakai aplikasi gojek,positif
karna paylater,netral
ok bnget,positif
bosan muas langgan,positif
jalan aman sikap kemudi sopan,positif
okeee,positif
terkadang driver yg luar protokol gojek pesan abar pesan antarkadang mengcancel pelamggan,positif
best,positif
ok,positif
mantappppp,positif
pas butuh layan mantap tingkat ya good luck,positif
mudah praktis penggunaannyasemoga maju,positif
nice,positif
terbaiiikkk,positif
bintang ya suka masalah sinyal bener bener kuat banget sinyal nya bisaklw sinyal lup lep kacau coba aplikasi ko,negatif
lemottt banget ya allah,negatif
bantu kala darurat,positif
promo guna rugi mitra potong tarif ga ngotak,negatif
bantu,positif
kecewa sistem gojek yg udh pusat bantu batal pesan gofood gak respon udh gitu bayar cash nya anehh si gojek,negatif
mantap,positif
update klik suka hang ga ubah,negatif
mudah,positif
untung gojek,positif
mudah aktivitas seharihari,positif
app nya asa lot banget,negatif
aplikasi jelek cs susah banget reach out mesti pakai telepon aneh,negatif
bagus,positif
mantap,positif
aplikasi gak rekomendasi,negatif
the best ewallet in indonesia,positif
ngga log out anehhh,negatif
udah nunggu order cancle gk cancle order gk resto buatin mkanan klo blm dpt driver fakta lapang skrng lapar,negatif
d tenang bawa kendara nya,positif
aktivitas mudah,positif
gojek depan,positif
good goodd,positif
keren dah,positif
driver gocar jarang ambil pesan saat butuh rs tp drivernya gk ambil pesan beda yg belah sdh kali pesan tp gk terima jarak kman,negatif
bayar kena blokir gak aplikasi,negatif
bagus,positif
easy to use,positif
aplikasi bagus,positif
alam buruk gojek pesan barang tokopedia pilih kurir instant buru kota kuningan driver batal ambil pesan driver batal tulis ulas tindak untum driver yg batal pesan gojek aplikasi layan alam langgan buruk sekian ulas kecewa terima kasih,negatif
pakai gojek promo diskon,positif
mohon maaf milik uang rp transaksi asing google play hilang duit mohon history bayar sedia fitur batal transaksi refund terimakasih,negatif
senang dgn gojek,positif
suka sm gofood nya aja drivernya cpt banget nganternya dpt diskon,positif
aplikator sampah pesan gak batalin sampah udah klik bantu gak,negatif
mudah promo,positif
senang yg tuju deket,positif
bagus,positif
suka gojek,positif
gojek oke driver nya sopan,positif
percaya,positif
apk yg guna,positif
ga instal aplikasi,positif
aman amanah,positif
drivernya warah tolong gojek banyak preman,negatif
bagus,positif
mantul,positif
tolong developer gojek hormat driver nama plat nomor merk motor nama type motor kendara jadi salah orang pikir driver tau nya ojek tolong update tambah fitur terima kasih,netral
lumayan,netral
mantab,positif
enak mantap,positif
bagus cuman kalo pencet comfort sepeda ny sepeda,positif
apk tolol tutup akun doang sulit upgrade gopay plus sulit emang anj,negatif
bantu,positif
aplikasi errror kadang ga bs chat android baru,negatif
ok,positif
good,positif
enak cepat ramah mantul pokoke,positif
aman,positif
ok,positif
andal kalo males,positif
very good,positif
enakkk banget favorit pokoknyaa,positif
mantap,positif
praktis,positif
orang kalo beli makan mahalmahal males banget beli,negatif
bantu,positif
bagus,positif
mantap bantu,positif
okeee,positif
udh update aplikasi masuk ya tolong bantu,netral
bagus gampang,positif
mantab,positif
mantap,positif
oke,positif
skali,positif
puas layan,positif
guna,positif
untung gojek driver kerja rodi bentuk jajah,negatif
ga udah ngerti,negatif
layan okesaran sajasebaik nya driver disiplin suruh customer batal penjemputankarena ngalami order gocar tp driver tolak jemput alas sy tunggu terimakasih,positif
kapitalis kotor bengis balut mitra,negatif
top,positif
bantu,positif
diskon drpd app belah,positif
bantu klo butuh,positif
diakuisisidijual plis gojek aplikasi bangsa yg,positif
guna,positif
go mart go food alami kendala barang lengkap makan basi komplain chat aplikasi kirim bukti foto struk belanja kembali dana peduli pembelikesehatan konsumen pindah aplikasi buruk kecewa,negatif
krna udh jarang bgt pake pas cek trnyata bnyk voucher keren gede bgt potong nya,positif
promonya,positif
gojek aman nyaman,positif
baru ngebug,negatif
aplikasi gk becus asa gk pesan makan pesan gk dibalikin,negatif
driver ganti rugi transaksi batal,negatif
bjvf tolong aku dipm supirnya bawa mobil ugalugalan,negatif
mohon hapus akun lamatp kendala nya asa saldo rupiahdan saldo sbg guna lhohapus akun aja saldo noltp klo uang yg hilang gak tu suruh gantiitu akun jg akun kitasaldo jg saldo kitakita jg gak saldo pindah k akun yg,negatif
manfaat masyarakat,positif
kecewa tahan kerja nya ya terimakasih,positif
kesini drivernya ga suka cancel tibatiba kalo udah jalan pick up yg terburuburu susahh kalo emg gamau ambil gausah diambill,positif
oke,positif
aplikasi udah bagus error ya alamat rumah sesuai titik lokasi tuju nya ubah,positif
mimin tolong bagi rekening tambahin dana ovo link aja plissss rekening bang min boncos,positif
sukses,positif
gw celaka ga nang,negatif
salah kirim aja gk bantupadalah nomer nya aktip gopay ribu aja d korupsi parah,negatif
tolong bijak milik resto ya tutup terima order customer jujur kecewa order langsung terima nunggu menit dekat kirim notifikasi order batal resto resto tutup kondisi lapar perut perih emosi tolong ingat kasih resto konsekuensi batal order customer,negatif
bagus,positif
oke men,positif
alhamdulilah aman,positif
driver gojek parah orang order tolong step karna motor mogok ga posisi deket bangetmalah cancel laporin akun tumpang sya yg beku,negatif
ribet anying plus pake ktp pdhal cuman mo transfer saldo ewallet,negatif
bagus,positif
bagus,positif
mantap,positif
bagus,positif
mudah beraktifitas cepat,positif
hemat biaya enak driver x ramah,positif
banget,negatif
oke,positif
ok,positif
mantap poko dah,positif
cs muas,negatif
mantap manfaat,positif
mantap,positif
bantu,positif
sebel sih kirain sinyal jelek pas cek aman aja buka aplikasi gojek muncul tulis internet mati,negatif
good,positif
suka banget,positif
smnjak gnti by biomtrik tdk bs chat dgn driver hrs kluar akun dlu selesai transksi tensaksi lg hrs kluar akun lg dn loading bgtu blikkn sistem dlu kecewa,negatif
mantap,positif
mantap,positif
driver ojol gojek gobrol bawa motor orang nyalip susah tegur minggir ngobrol gak terima ojol anarkis mentang mentang beking ojol salah nya sadar gak terima,negatif
akun gak buka,negatif
gosend ok utk goride cuekin driver kabar,positif
baguss,positif
layan muas,positif
mantap,positif
sangant baguss,positif
sesuai,positif
ganggu,negatif
neng klo gojek kasih voucher diskon hehe,positif
gojek sya senang mana aja gampang,positif
ok,positif
bagus,positif
lot gk blacklist,netral
aman nyaman kesan,positif
apk gajelas kadang eror pas eror mesen driverr gw pas eror driver cancel ga sen ga notif driver udh diepesen sengaja jdi ngeorder double ojek,negatif
alhamdulillah drever y enk sopan,positif
nice,positif
ok pake banget,positif
aplikasi banyak acara kirim gopay aplikasi mudah verifikasi verifikasi susah ampun fisik ktp rusak pakai scan gk,negatif
ampun ya buka app nya susah banget sinyal bagus loh kondisi hp ok app buka normal aja chat driver aja gak ampun dah app nya lot n manja bgt,negatif
oke banget,positif
maju transportasi indonesia,positif
aplikasi bagus guna murah lamalama ko mahal sampe,positif
cepattdann murahh,positif
muas,positif
driver cpt pencemputannya ramah,positif
bantu,positif
makasih gojek,positif
bagus cuman mohon tolong kembali fungsi chat si gosendnya,positif
mantap,positif
drivernya baikk seru banget,positif
dapet driver asik kayak bg agli,positif
membantutatkala,positif
sen makan gofood telatalasannya susah cari driverpadahal khan driver tuh garda depan gojekkoq alas susah cari driverkayaknya ga manuk akal alas gojek,negatif
cepet dapet driver,positif
the best pke gojek blm kecewa driver arogan top g kaya apk m aduh parah bgt deh poko lancar jaya gojeekkkkk,positif
bagus sihhh,positif
maaf kasih gin pilih paket terima ojek jalan banyak pilih yg tara konsumen tolong gojek masalah paket terima yg untung gojek saat antar untung ojek tara customer tolong ubah ojek customer,negatif
aplikasi bagus driver cancel suka cancel langsung driver diam titik tsb,positif
aplikasi bagussangat bantu transportasi sen makanam,positif
gacor,positif
update susah driver order gofood sdh geser memberitahukan resto order masuk driver mangkas jala order menit tdk buntut customer tunggu kalo hilang tombol geser adakan tombol beritahu resto driver ambil order,negatif
good,positif
puas,positif
senang pakai aplikasi gojek,negatif
ok,positif
bagus murah riah,positif
mudah jalan mana aja aman nyaman terimakasih gojek,positif
kemudi beda aplikasi tolong ketat,negatif
bantu kerja,positif
mantap gojek ramah kantong,positif
terima kasih,positif
bagussss,positif
bagus,positif
bagus cepat,positif
good,positif
aplikasi bagus mudah membantuterus kembang nomor,positif
mantul,positif
bagus lanjut,positif
bantu jalan sy,positif
mantap,positif
praktis,positif
semenjak update order,negatif
oke,positif
ok,netral
aju nya tolak udah lunasin lunasin atur bayar cicil aja hapus akun gimana,negatif
mantap,positif
gojek drivernya ramah,positif
all good,positif
nyaman,positif
sayang pilih rute susah drivernya terkadang gocar arah jalur motor layan hubung customer service menu bantu lapor faqnya,negatif
aplikasi gojek tuh bagus pake gojek motor gocarsaya gak belanja gomart tau tlp gojek belanja gomart ga belanja go mart aplikasi bikin gojek kaya adu domba tanggung karna belanja pake uang diasedangkan belanja go mart harga mahal gojek jd salah sangka belanja gojek ganti uang belanja,negatif
kali cek promo promo pasang pesan makan tersubmit komplen promo pasang payah,negatif
aplikasi rusakmakin kesini kacau kali transaksi gagal saldo potong ga solusi saldo sampe,negatif
mantap,positif
bagus,positif
aplikasi bagus pilih driver aman kemudi alam kali gocar mobil nya laju kencang bahaya tumpang bawa orang tumpang hak selamat tuju terima kasih gojek moga masuk dengar,positif
repot order krna yg isi,netral
nyaman,positif
gopay paylater blokir bayar tagih,positif
xiaomi pad instal gojek tolong baik terimakasih jgn jwb coba ya tes yg keluh,negatif
ramah pelayananya gosend ya,positif
tolong aplikasi laku potong ongkir beli bensin makan gk terima kasih in order driver gojek anyep,negatif
excellent,positif
alam senang pakai ojek online gojek abang nya ramah tahan ya kecewa aprove aplikasi,positif
cepat mantap,positif
kecewa pakai gojek langgan plus anak seko mesti batal booking samlai kali respon respin kenderaan gerak anak korban telat sekolah kecewa kecewa,negatif
gojek ga gojek yg,positif
bagus,positif
promo,positif
gercep sangatta bantu jln jogja yg notabene nya nggak angkot beli gojek andal,positif
mantap laahh,positif
mantap,positif
gausa makek gojek driver nya gak jujurkecewa maka aplikask gojekuntuk teman teman yg hati hati,negatif
biasatidak,positif
tanggap akun ngirim gmail respon,negatif
kali gocar peres drivernya tarif perkm,negatif
ok,positif
nyaman pergi kemna aja,positif
khusus driver gojek mantap,positif
promonya banyakin yaaa xixixixi,positif
kendara sih oke jah engga klo sen makan ambil untung pake istilah expres ekonomis main mesan,negatif
mantap,positif
orang chat aplikasi ngasih no hp tolong disamarin ngasih no hp tuju gampang hubung terima order cepat selesaiberes,negatif
eror pas pesan gofood,netral
setia sm gojek,positif
respon driversetidaknya terima konfirmasi diam,negatif
driver pesan makan batalin mendaptkan driver alhasil batatlin,negatif
bantu,positif
mantap,positif
coba,negatif
super bagus banggetbeli makan pergi mudah amansukses gojek indonesia,positif
snagat bagus membantuu,positif
yuh,positif
driver nya lelet mentang mentang tarif nya murah,netral
aja,positif
ok,positif
makan,positif
gampang kemanamana gaada kendara pribadi,positif
super,positif
alam gojek alamat yg tuju pes harga tetap jalan alamat yg tuju pindah alamat yg tdk nahu alamat jln putar keluh krn alamat yg tujuh hrs pesan ulang dgn harga sial gojek,negatif
aplikasi manfaat,positif
murah toko oren makan nya diskon nya jg lumayan bedaa,positif
masuk gojek bilang baharu baru gak,netral
asyik,positif
potong driver kasihan driver,negatif
enak beli langsung gas,positif
drivernya ramahpenjemputan,positif
oke banget aplikasi,positif
aplikasi uras keringat driver online,negatif
layan bagus,positif
bagus,positif
hambat kerja banget lelet,negatif
hr berangkat pulang krj gojekjdi hati aja,positif
bina gofod ramah,netral
mantap pokok,positif
driver is the best,positif
cepet antar aqu aman,positif
jooossshh,positif
buruk verifikasi wajak,negatif
update transfer go pay,negatif
layan tahan,positif
orang gamau panjang gojek plus saldo potong udah gaada tuju main potong aja mending kalo worth it worth it engga,negatif
apk gajelas ga sengajaa beli makan langsung kirim kocak banget,negatif
ok mantap,positif
efisien,positif
suka bngettt thn banget pake aplikasi gojek pergi mas makan bantu banget kluar rumah makan sndiri mksih gojek oh yaaa promo nyaaa lo lgi pake gopay jdi banyakkkkk banget promo,positif
nice,positif
mantap wes,positif
ywes,negatif
andal,positif
bantu,positif
tolong gojek ribet skrg verifikasi wajah kamera aja kamera gw burem ganti hape dlu baik login nyusahin,negatif
aplikasi gojek bantu harga pas kantong,positif
ya bantu,positif
keren,positif
aplikasi kaga geser udah resto aplikasi gila,negatif
terimakasih karna aplikasi gojek antar tuju pilih,positif
driver tumpang location nya gabisa ngeliat driver,netral
senang pake gojek,positif
baik drivernya arogan costumer rugi,negatif
bantu,netral
bantu,positif
oke,positif
pelayanann,positif
aplikasi bantu,positif
mantap,positif
mantul,positif
aplikasi favorit bantu yg mageran,positif
good,positif
mantap pokok,positif
rute gojek ga lewatin tol debat drivernya rute tolong kasih rute telat tol,negatif
ntaps,positif
drivernya ramah wakru penjemputany,positif
mantap,positif
enak pake gojek,positif
pake,positif
layan oke,positif
kolaborasi kunci sukses driver sejahtera investor bahagia konsumen efisien,positif
good,positif
abang ramah n sopan,positif
sorry gojek bijak yg rugi customer bikin minat aplikasi transportasi so bintang aja kalo,negatif
praktis ekonomis,positif
puas,positif
ramah driver nya pokok nya oke deh,positif
mhon evaluasi potong biaya aplikasi driverpotongan biaya food bayar customer layan go ride sesuai janji driver dmna adil ituwahai warga konoha yg koruptor jajah rakyat,negatif
bantu,positif
males banget pake gojek lelet banget aplikasi loading sinyal ku bagus bawah wifi banget duduk pesan makan aja aplikasi lelet apa yg salah,negatif
cepat akurat,positif
yah masuk ferifikasi wajah pas daftar ya daftar gak pake verivikasi wajah gak masuk dah akun gopay ngikut ya ampun,negatif
good,positif
rekomendasi,positif
ok,positif
bagis,positif
keren,positif
bantu profesional,positif
goride hemat ialngin sih,positif
ok,positif
ok,positif
bagus,positif
gocar promo ga ambil drivernya adain promo mitra aja ga ambil,negatif
app nya sumpah tracking driver ga jalan ga tau udh jalan dah deket,netral
driver cari jalur cepat tuju kendara kendara bagus,positif
mantap,positif
serba mudah serba cepat terimakasih,positif
bener aja driver dapet potong sampe hasil pick up and delivery serakah serakah say no to unjustice,negatif
kesini layan nya parah pesan gojek pake fitur cepat menit bae hapus fitur kaya gtu g kta ken cepat g buang pet kerja,negatif
jarang ngeleg,positif
aplikasi buka order internet it nya gak guna usaha gojek ambil tenaga ahli ahli,negatif
good,positif
bantu,positif
good,positif
ok,positif
tolong jgn otomatis gitu mesen gojek nya susah d batalin tau ga milih yg bayar nya,negatif
gojek batu aktivitas yg milik kendara,positif
bantu kirim brg konsumen trimakasih,positif
gojek keren,positif
aplikasi skrng in liat gak mkn nyaa telat ongkir udh bayar mahal aja kasihan driver nya yg terima cmn bayar nya rb udh gak masuk lg gak makek aplikasi in mending grab aja driver ok beda golek in bnyak layan nya turun terima driver kali bayar nya mahal gmn in gojek mkn nya telat nya hati pakek aplikasi,negatif
kupon belanja,positif
neng banget kalo dapet driver ramah suka ngobrolrasanya kaya someone to talk ahahah,positif
tolong kasih fitur apknya tumpang ratingnya tumpang nggak tau rating yg kemudi,negatif
solutip,positif
great job,positif
yaa baguslaahhh,positif
layan bagus rute yg cepat bagus,positif
apk suka bug tangan lambat yg kerja bot zona driver yg zona dekat,negatif
titik rumah ga sampe ribet muter gang belah tolong baik deh peta nya puterin kyk gitu kasi tunggu ojek muter kasi,negatif
makasih jek order anyep nya baik dgn sistem yg amburadul,negatif
tolong harga ongkir mesan makan jam mahal pesan jam harga ongkirnya mahal menu makan nya,positif
top,positif
bagus,positif
gimana hapus akun ya login akun gojek verifikasi wajah,positif
bantu jalan,positif
mantap,positif
jual kuota internet dirincikan brp kuota yg didapatkansupaya beli tdk jebak sy beli kuota telkomsel rb hari mndptkan kuota mbdmn harga segitu mahal dgn harga segitu bs dpt kuota unlimited,negatif
mantap,positif
semangat aspal,positif
ok,negatif
mantap,positif
bagus,positif
ok,positif
bagus,positif
tolong driver nya perhati order gofood pilih kurng rama order jrng yg kembali,netral
ok,positif
poko cap jempol,positif
bantu mudah bayar beli cepat goodd,positif
lumayan,negatif
good,positif
good,positif
ok,positif
aja jadi pindahin gopay bank klik bayar saldo gopay langsung hilang disisain gmn y tanggung jwb gk uang lenyap gitu aja bikin resah,negatif
d coba,positif
bantu bagus,positif
ok,positif
ok,positif
promo potongangojek good polll,positif
alhamdulillah drivernya ramah sopan kirim cepat,positif
oderanya boss,positif
nyusahin konsumen kalo voucher dikit driver bikin konsumen susah dapetin driver,negatif
puas,positif
pas butuh urgent eror mulu,positif
aplikasi pakai bantu,positif
